,순,시즌,FA,출생,이름,팀,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR,WPA
709,20,2005,0,1980,정재훈,두산,, 0 , 0 , 0 , 1 , 6 , 30 , 0 , 56.0 , 15 ,, 231 , 38 , 2 , 22 , 6 , 5 , 60 , 0 , 1 , 2.09 , 2.46 , 1.07 , 198.1 , 168.1 , 2.57 ,,,
710,21,2005,0,1973,염종석,롯데,, 0 , 0 , 20 , 3 , 9 , 0 , 0 , 107.1 , 50 ,, 457 , 104 , 4 , 23 , 2 , 17 , 58 , 0 , 2 , 3.77 , 3.48 , 1.18 , 109.1 , 118.3 , 2.54 ,,,
711,22,2005,0,1975,김해님,한화,, 0 , 0 , 21 , 6 , 8 , 1 , 2 , 128.1 , 66 ,, 554 , 152 , 12 , 30 , 0 , 10 , 61 , 0 , 1 , 4.28 , 4.22 , 1.42 , 102.4 , 103.9 , 2.48 ,,,
712,23,2005,0,1981,김성배,두산,, 0 , 0 , 3 , 8 , 3 , 2 , 8 , 82.1 , 30 ,, 332 , 71 , 4 , 24 , 0 , 5 , 60 , 1 , 3 , 3.17 , 3.25 , 1.15 , 130.6 , 127.5 , 2.34 ,,,
713,24,2005,0,1974,장문석,LG,, 1 , 0 , 12 , 5 , 5 , 7 , 0 , 84.0 , 40 ,, 368 , 93 , 2 , 31 , 1 , 5 , 60 , 0 , 4 , 3.75 , 3.15 , 1.48 , 111.0 , 132.3 , 2.15 ,,,
714,25,2005,0,1979,이정민,롯데,, 0 , 0 , 0 , 6 , 7 , 7 , 4 , 94.1 , 41 ,, 410 , 86 , 6 , 47 , 16 , 5 , 63 , 0 , 7 , 3.82 , 3.65 , 1.41 , 107.9 , 112.8 , 2.09 ,,,
715,26,2005,0,1971,조웅천,SK,, 0 , 0 , 0 , 5 , 4 , 10 , 6 , 60.1 , 22 ,, 246 , 53 , 4 , 15 , 5 , 5 , 56 , 0 , 0 , 3.28 , 2.77 , 1.13 , 125.9 , 149.3 , 2.01 ,,,
716,27,2005,0,1972,크루즈,SK,, 0 , 0 , 15 , 7 , 4 , 0 , 0 , 81.0 , 33 ,, 346 , 69 , 6 , 29 , 2 , 8 , 50 , 1 , 4 , 3.00 , 4.04 , 1.21 , 137.7 , 102.2 , 1.89 ,,,
717,28,2005,0,1977,송신영,05현_#000000,, 0 , 0 , 5 , 1 , 4 , 0 , 5 , 74.2 , 32 ,, 328 , 71 , 2 , 34 , 0 , 6 , 53 , 0 , 2 , 3.74 , 3.55 , 1.41 , 114.8 , 120.8 , 1.83 ,,,
718,29,2005,0,1983,안지만,삼성,, 0 , 0 , 0 , 8 , 3 , 0 , 14 , 82.2 , 35 ,, 344 , 65 , 8 , 36 , 1 , 7 , 72 , 0 , 0 , 3.48 , 4.06 , 1.22 , 122.2 , 105.0 , 1.81 ,,,
719,30,2005,0,1975,그레이싱어,KIA,, 0 , 0 , 13 , 6 , 6 , 0 , 0 , 75.2 , 38 ,, 320 , 72 , 6 , 16 , 0 , 8 , 58 , 0 , 3 , 3.93 , 3.47 , 1.16 , 108.3 , 122.7 , 1.79 ,,,
720,1,2006,0,1987,류현진,한화,, 6 , 1 , 28 , 18 , 6 , 1 , 0 , 201.2 , 57 ,, 800 , 159 , 11 , 52 , 3 , 2 , 204 , 0 , 6 , 2.23 , 2.15 , 1.05 , 168.0 , 174.6 , 7.78 ,,,
721,2,2006,0,1982,오승환,삼성,, 0 , 0 , 0 , 4 , 3 , 47 , 0 , 79.1 , 15 ,, 289 , 43 , 1 , 12 , 0 , 1 , 109 , 0 , 2 , 1.59 , 0.61 , 0.69 , 227.9 , 593.6 , 5.75 ,,,
722,3,2006,0,1972,리오스,두산,, 4 , 1 , 33 , 12 , 16 , 0 , 0 , 233.0 , 86 ,, 945 , 204 , 14 , 49 , 1 , 15 , 145 , 0 , 8 , 2.90 , 3.05 , 1.09 , 123.5 , 117.3 , 5.58 ,,,
723,4,2006,0,1975,그레이싱어,KIA,, 2 , 0 , 29 , 14 , 12 , 0 , 0 , 188.0 , 65 ,, 753 , 151 , 10 , 47 , 0 , 12 , 164 , 0 , 3 , 3.02 , 2.59 , 1.05 , 120.1 , 139.9 , 5.52 ,,,
724,5,2006,0,1977,랜들,두산,, 2 , 2 , 30 , 16 , 8 , 0 , 0 , 192.1 , 66 ,, 795 , 170 , 14 , 58 , 2 , 10 , 142 , 0 , 2 , 2.95 , 3.20 , 1.19 , 121.3 , 111.7 , 4.67 ,,,
725,6,2006,0,1975,손민한,롯데,, 2 , 1 , 24 , 10 , 8 , 1 , 0 , 161.2 , 54 ,, 664 , 147 , 4 , 39 , 6 , 9 , 96 , 0 , 3 , 2.78 , 2.62 , 1.15 , 125.9 , 134.0 , 4.62 ,,,
726,7,2006,0,1975,캘러웨이,06현_#000000,, 0 , 0 , 27 , 14 , 7 , 0 , 0 , 166.1 , 61 ,, 703 , 171 , 4 , 35 , 0 , 8 , 95 , 0 , 4 , 2.87 , 2.65 , 1.24 , 126.0 , 136.4 , 4.56 ,,,
727,8,2006,0,1981,배영수,삼성,, 0 , 0 , 25 , 8 , 9 , 0 , 4 , 157.1 , 56 ,, 647 , 142 , 13 , 38 , 2 , 9 , 133 , 0 , 1 , 2.92 , 2.94 , 1.14 , 124.1 , 123.0 , 4.16 ,,,
728,9,2006,0,1983,장원삼,06현_#000000,, 0 , 0 , 29 , 12 , 10 , 0 , 0 , 183.1 , 60 ,, 743 , 146 , 19 , 63 , 0 , 5 , 142 , 0 , 3 , 2.85 , 3.61 , 1.14 , 126.9 , 100.0 , 4.14 ,,,
729,10,2006,0,1977,박준수,06현_#000000,, 0 , 0 , 0 , 5 , 5 , 38 , 0 , 69.1 , 14 ,, 264 , 48 , 2 , 11 , 0 , 4 , 65 , 0 , 1 , 1.82 , 1.85 , 0.85 , 198.8 , 195.1 , 3.82 ,,,
730,11,2006,0,1980,권오준,삼성,, 0 , 0 , 0 , 9 , 1 , 2 , 32 , 80.0 , 16 ,, 328 , 61 , 6 , 32 , 5 , 3 , 83 , 0 , 1 , 1.69 , 2.73 , 1.16 , 214.5 , 132.7 , 3.63 ,,,
731,12,2006,0,1986,윤석민,KIA,, 0 , 0 , 0 , 5 , 6 , 19 , 9 , 94.2 , 26 ,, 381 , 81 , 5 , 27 , 3 , 4 , 75 , 0 , 5 , 2.28 , 2.69 , 1.14 , 158.8 , 134.6 , 3.62 ,,,
732,13,2006,0,1969,구대성,한화,, 0 , 0 , 0 , 3 , 4 , 37 , 1 , 69.1 , 17 ,, 282 , 56 , 4 , 18 , 7 , 5 , 76 , 0 , 0 , 1.82 , 1.95 , 1.07 , 206.3 , 192.0 , 3.59 ,,,
733,14,2006,0,1972,문동환,한화,, 4 , 2 , 29 , 16 , 9 , 1 , 0 , 189.0 , 78 ,, 798 , 186 , 10 , 67 , 0 , 11 , 85 , 0 , 5 , 3.05 , 3.73 , 1.34 , 123.0 , 100.5 , 3.55 ,,,
734,15,2006,0,1979,이혜천,두산,, 0 , 0 , 22 , 8 , 6 , 0 , 1 , 142.0 , 52 ,, 594 , 119 , 4 , 56 , 0 , 12 , 104 , 1 , 5 , 2.79 , 3.04 , 1.23 , 128.2 , 117.6 , 3.43 ,,,
735,16,2006,0,1977,브라운,삼성,, 1 , 0 , 26 , 11 , 9 , 0 , 0 , 154.1 , 50 ,, 625 , 118 , 14 , 44 , 1 , 13 , 92 , 0 , 3 , 2.68 , 3.78 , 1.05 , 134.9 , 95.8 , 3.35 ,,,
736,17,2006,0,1977,박명환,두산,, 1 , 0 , 19 , 7 , 7 , 1 , 4 , 122.1 , 52 ,, 502 , 90 , 6 , 48 , 0 , 2 , 132 , 0 , 5 , 3.46 , 2.41 , 1.13 , 103.4 , 148.5 , 3.17 ,,,
737,18,2006,0,1978,정대현,SK,, 0 , 0 , 0 , 8 , 4 , 15 , 11 , 74.1 , 19 ,, 289 , 55 , 3 , 23 , 4 , 3 , 52 , 0 , 0 , 1.94 , 2.72 , 1.05 , 181.5 , 129.5 , 2.89 ,,,
738,19,2006,0,1966,송진우,한화,, 0 , 0 , 26 , 8 , 8 , 0 , 0 , 147.1 , 64 ,, 624 , 147 , 10 , 47 , 1 , 9 , 94 , 0 , 6 , 3.60 , 3.43 , 1.32 , 104.0 , 109.3 , 2.88 ,,,
739,20,2006,0,1982,채병용,SK,, 0 , 0 , 25 , 7 , 8 , 0 , 0 , 152.2 , 60 ,, 640 , 136 , 10 , 55 , 2 , 9 , 97 , 1 , 2 , 3.07 , 3.50 , 1.25 , 114.7 , 100.4 , 2.79 ,,,
740,21,2006,0,1980,정재훈,두산,, 0 , 0 , 0 , 2 , 3 , 38 , 0 , 54.0 , 9 ,, 223 , 33 , 3 , 28 , 4 , 4 , 65 , 0 , 2 , 1.33 , 2.57 , 1.13 , 268.2 , 139.0 , 2.78 ,,,
741,22,2006,0,1983,김진우,KIA,, 0 , 0 , 19 , 10 , 4 , 0 , 0 , 117.0 , 38 ,, 489 , 94 , 3 , 51 , 1 , 12 , 65 , 0 , 8 , 2.69 , 3.51 , 1.24 , 134.6 , 103.1 , 2.77 ,,,
742,23,2006,0,1985,우규민,LG,, 0 , 0 , 0 , 3 , 4 , 17 , 7 , 75.2 , 16 ,, 300 , 62 , 2 , 20 , 5 , 9 , 30 , 0 , 0 , 1.55 , 3.20 , 1.08 , 229.2 , 110.6 , 2.70 ,,,
743,24,2006,0,1987,한기주,KIA,, 0 , 0 , 17 , 10 , 11 , 1 , 8 , 140.2 , 57 ,, 584 , 117 , 8 , 52 , 1 , 12 , 78 , 0 , 8 , 3.26 , 3.68 , 1.20 , 111.0 , 98.6 , 2.67 ,,,
744,25,2006,0,1975,전준호,06현_#000000,, 1 , 0 , 23 , 14 , 4 , 1 , 0 , 143.1 , 56 ,, 627 , 141 , 7 , 60 , 0 , 12 , 82 , 0 , 5 , 3.39 , 3.70 , 1.40 , 106.5 , 97.6 , 2.65 ,,,
745,26,2006,0,1977,신철인,06현_#000000,, 0 , 0 , 0 , 2 , 3 , 1 , 17 , 77.0 , 25 ,, 326 , 56 , 4 , 30 , 0 , 8 , 85 , 0 , 1 , 2.22 , 2.65 , 1.12 , 162.7 , 136.3 , 2.45 ,,,
746,27,2006,0,1985,장원준,롯데,, 1 , 0 , 28 , 7 , 12 , 0 , 0 , 179.2 , 85 ,, 755 , 152 , 14 , 75 , 1 , 9 , 130 , 1 , 2 , 3.61 , 3.65 , 1.26 , 97.2 , 95.9 , 2.25 ,,,
747,28,2006,0,1981,정재복,LG,, 0 , 0 , 23 , 7 , 10 , 0 , 0 , 143.0 , 64 ,, 591 , 126 , 9 , 49 , 2 , 3 , 63 , 0 , 2 , 3.59 , 3.69 , 1.22 , 98.8 , 96.1 , 2.07 ,,,
748,29,2006,0,1971,하리칼라,삼성,, 0 , 0 , 23 , 12 , 7 , 0 , 0 , 135.1 , 60 ,, 552 , 131 , 14 , 26 , 0 , 6 , 70 , 0 , 1 , 3.33 , 3.72 , 1.16 , 108.9 , 97.2 , 2.07 ,,,
749,30,2006,0,1980,이영욱,SK,, 0 , 0 , 5 , 6 , 5 , 0 , 3 , 92.2 , 36 ,, 382 , 87 , 5 , 28 , 4 , 6 , 52 , 0 , 0 , 3.11 , 3.25 , 1.24 , 113.1 , 108.1 , 2.01 ,,,
750,1,2007,0,1972,리오스,두산,, 6 , 4 , 33 , 22 , 5 , 0 , 0 , 234.2 , 69 ,, 947 , 191 , 8 , 58 , 2 , 16 , 147 , 0 , 5 , 2.07 , 2.94 , 1.06 , 186.8 , 131.5 , 8.15 ,,,
751,2,2007,0,1987,류현진,한화,, 6 , 1 , 30 , 17 , 7 , 0 , 0 , 211.0 , 74 ,, 867 , 195 , 15 , 68 , 4 , 3 , 178 , 0 , 6 , 2.94 , 3.02 , 1.25 , 136.6 , 133.1 , 6.81 ,,,
752,3,2007,0,1975,손민한,롯데,, 0 , 0 , 30 , 13 , 10 , 0 , 0 , 194.0 , 74 ,, 797 , 191 , 17 , 48 , 4 , 2 , 95 , 0 , 4 , 3.34 , 3.70 , 1.23 , 114.5 , 103.3 , 4.53 ,,,
753,4,2007,0,1972,정민철,한화,, 1 , 1 , 26 , 12 , 5 , 0 , 0 , 155.1 , 58 ,, 638 , 155 , 11 , 32 , 1 , 8 , 66 , 1 , 3 , 2.90 , 3.66 , 1.20 , 138.8 , 110.0 , 4.10 ,,,
754,5,2007,0,1988,임태훈,두산,, 0 , 0 , 0 , 7 , 3 , 1 , 20 , 101.1 , 28 ,, 416 , 77 , 2 , 36 , 6 , 5 , 93 , 1 , 2 , 2.40 , 2.29 , 1.12 , 161.3 , 169.1 , 4.02 ,,,
755,6,2007,0,1982,채병용,SK,, 0 , 0 , 23 , 11 , 8 , 0 , 0 , 146.0 , 51 ,, 610 , 137 , 8 , 47 , 4 , 5 , 84 , 1 , 3 , 2.84 , 3.38 , 1.26 , 134.4 , 112.8 , 3.93 ,,,
756,7,2007,0,1977,랜들,두산,, 0 , 0 , 28 , 12 , 8 , 0 , 0 , 164.1 , 60 ,, 684 , 142 , 16 , 55 , 4 , 10 , 113 , 0 , 3 , 3.12 , 3.84 , 1.20 , 123.9 , 100.9 , 3.92 ,,,
757,8,2007,0,1978,정대현,SK,, 0 , 0 , 0 , 3 , 2 , 27 , 3 , 78.1 , 12 ,, 307 , 50 , 3 , 24 , 9 , 8 , 65 , 0 , 2 , 0.92 , 2.55 , 0.95 , 414.5 , 149.4 , 3.74 ,,,
758,9,2007,0,1977,박명환,LG,, 0 , 0 , 26 , 10 , 6 , 0 , 0 , 155.1 , 59 ,, 659 , 133 , 11 , 72 , 0 , 4 , 117 , 1 , 7 , 3.19 , 3.71 , 1.32 , 121.9 , 104.6 , 3.73 ,,,
759,10,2007,0,1977,브라운,삼성,, 0 , 0 , 30 , 12 , 8 , 0 , 0 , 162.1 , 65 ,, 681 , 155 , 10 , 43 , 1 , 14 , 68 , 1 , 2 , 3.33 , 3.83 , 1.22 , 117.8 , 102.4 , 3.66 ,,,
760,11,2007,0,1979,김수경,07현_#000000,, 0 , 0 , 30 , 12 , 7 , 0 , 0 , 176.1 , 85 ,, 750 , 170 , 19 , 61 , 1 , 2 , 127 , 0 , 4 , 3.88 , 3.85 , 1.31 , 102.9 , 103.7 , 3.34 ,,,
761,12,2007,0,1974,레이번,SK,, 1 , 0 , 32 , 17 , 8 , 0 , 0 , 184.2 , 74 ,, 800 , 167 , 13 , 86 , 0 , 13 , 98 , 0 , 2 , 3.27 , 4.29 , 1.37 , 116.7 , 88.7 , 3.34 ,,,
762,13,2007,0,1983,장원삼,07현_#000000,, 0 , 0 , 30 , 9 , 10 , 0 , 0 , 168.2 , 80 ,, 719 , 152 , 16 , 75 , 0 , 3 , 132 , 0 , 4 , 3.63 , 3.89 , 1.35 , 110.0 , 102.7 , 3.22 ,,,
763,14,2007,0,1982,오승환,삼성,, 0 , 0 , 0 , 4 , 4 , 40 , 0 , 64.1 , 12 ,, 251 , 41 , 6 , 17 , 3 , 2 , 69 , 0 , 4 , 1.40 , 2.65 , 0.90 , 280.2 , 148.2 , 3.19 ,,,
764,15,2007,0,1986,윤석민,KIA,, 2 , 1 , 26 , 7 , 18 , 0 , 0 , 162.0 , 76 ,, 703 , 161 , 10 , 59 , 1 , 15 , 104 , 0 , 2 , 3.78 , 3.70 , 1.36 , 104.1 , 106.2 , 3.19 ,,,
765,16,2007,0,1971,조웅천,SK,, 0 , 0 , 0 , 2 , 3 , 9 , 16 , 74.2 , 14 ,, 287 , 55 , 4 , 17 , 2 , 1 , 59 , 0 , 0 , 1.57 , 2.59 , 0.96 , 243.2 , 147.1 , 3.13 ,,,
766,17,2007,0,1978,세드릭,한화,, 0 , 0 , 28 , 11 , 13 , 0 , 0 , 158.1 , 81 ,, 714 , 143 , 7 , 104 , 4 , 10 , 140 , 0 , 11 , 4.15 , 3.72 , 1.56 , 96.9 , 108.0 , 2.94 ,,,
767,18,2007,0,1983,권혁,삼성,, 0 , 0 , 0 , 7 , 1 , 0 , 19 , 77.1 , 26 ,, 310 , 47 , 2 , 39 , 0 , 3 , 100 , 0 , 3 , 2.79 , 2.21 , 1.11 , 140.3 , 177.3 , 2.84 ,,,
768,19,2007,0,1976,황두성,07현_#000000,, 0 , 0 , 17 , 7 , 9 , 1 , 3 , 139.2 , 76 ,, 590 , 121 , 13 , 51 , 1 , 1 , 142 , 3 , 6 , 4.45 , 3.10 , 1.23 , 89.7 , 128.6 , 2.72 ,,,
769,20,2007,0,1987,한기주,KIA,, 0 , 0 , 0 , 2 , 3 , 25 , 0 , 70.1 , 19 ,, 280 , 53 , 4 , 19 , 2 , 9 , 66 , 1 , 2 , 2.43 , 2.80 , 1.02 , 161.7 , 140.3 , 2.63 ,,,
770,21,2007,0,1983,안지만,삼성,, 0 , 0 , 11 , 5 , 3 , 0 , 7 , 108.0 , 43 ,, 453 , 100 , 7 , 43 , 1 , 1 , 83 , 0 , 10 , 3.42 , 3.33 , 1.32 , 114.7 , 117.7 , 2.62 ,,,
771,22,2007,0,1981,정재복,LG,, 0 , 0 , 13 , 6 , 5 , 1 , 2 , 126.1 , 65 ,, 541 , 134 , 6 , 38 , 3 , 2 , 71 , 0 , 4 , 4.42 , 3.20 , 1.36 , 87.9 , 121.3 , 2.39 ,,,
772,23,2007,0,1984,안영명,한화,, 0 , 0 , 1 , 1 , 1 , 5 , 15 , 94.0 , 33 ,, 390 , 78 , 9 , 39 , 3 , 4 , 79 , 0 , 2 , 3.06 , 3.67 , 1.25 , 131.2 , 109.5 , 2.38 ,,,
773,24,2007,0,1976,매존,삼성,, 0 , 0 , 23 , 7 , 11 , 0 , 0 , 125.0 , 61 ,, 544 , 130 , 10 , 45 , 0 , 4 , 76 , 1 , 8 , 4.18 , 3.83 , 1.40 , 93.9 , 102.3 , 2.23 ,,,
774,25,2007,0,1972,로마노,SK,, 0 , 0 , 25 , 12 , 4 , 0 , 0 , 146.1 , 72 ,, 651 , 158 , 9 , 67 , 0 , 5 , 81 , 0 , 3 , 3.69 , 4.00 , 1.54 , 103.2 , 95.3 , 2.19 ,,,
775,26,2007,0,1987,조용훈,07현_#000000,, 0 , 0 , 0 , 4 , 7 , 9 , 15 , 81.1 , 30 ,, 336 , 65 , 5 , 28 , 5 , 6 , 52 , 1 , 1 , 3.21 , 3.42 , 1.14 , 124.3 , 116.6 , 2.10 ,,,
776,27,2007,0,1985,우규민,LG,, 0 , 0 , 0 , 5 , 6 , 30 , 0 , 78.0 , 24 ,, 319 , 58 , 3 , 31 , 8 , 7 , 26 , 0 , 2 , 2.65 , 3.82 , 1.14 , 146.4 , 101.7 , 2.09 ,,,
777,28,2007,0,1977,송신영,07현_#000000,, 0 , 0 , 0 , 3 , 3 , 14 , 4 , 77.2 , 29 ,, 323 , 67 , 5 , 27 , 4 , 5 , 56 , 0 , 4 , 3.01 , 3.31 , 1.21 , 132.4 , 120.6 , 2.05 ,,,
778,29,2007,0,1979,이승학,두산,, 0 , 0 , 6 , 7 , 1 , 0 , 3 , 62.1 , 15 ,, 255 , 53 , 3 , 18 , 1 , 4 , 38 , 0 , 4 , 2.17 , 3.25 , 1.14 , 178.6 , 119.1 , 2.03 ,,,
779,30,2007,0,1979,스코비,KIA,, 0 , 0 , 20 , 8 , 10 , 0 , 0 , 126.1 , 57 ,, 543 , 123 , 11 , 62 , 6 , 5 , 58 , 0 , 4 , 3.92 , 4.49 , 1.46 , 100.3 , 87.5 , 1.97 ,,,
780,1,2008,0,1983,장원삼,키움,, 2 , 2 , 27 , 12 , 8 , 0 , 0 , 167.1 , 54 ,, 674 , 145 , 9 , 57 , 1 , 2 , 126 , 1 , 3 , 2.85 , 3.38 , 1.21 , 148.6 , 125.3 , 5.57 ,,,
781,2,2008,0,1988,김광현,SK,, 1 , 1 , 27 , 16 , 4 , 0 , 0 , 162.0 , 50 ,, 659 , 127 , 9 , 63 , 1 , 2 , 150 , 0 , 3 , 2.39 , 3.21 , 1.17 , 169.8 , 126.6 , 5.43 ,,,
782,3,2008,0,1986,윤석민,KIA,, 1 , 0 , 23 , 14 , 5 , 0 , 1 , 154.2 , 45 ,, 612 , 121 , 10 , 42 , 0 , 4 , 119 , 0 , 2 , 2.33 , 3.34 , 1.05 , 176.0 , 122.6 , 5.29 ,,,
783,4,2008,0,1980,봉중근,LG,, 0 , 0 , 28 , 11 , 8 , 0 , 0 , 186.1 , 66 ,, 767 , 153 , 13 , 68 , 0 , 12 , 140 , 0 , 6 , 2.66 , 3.84 , 1.19 , 154.1 , 106.6 , 5.01 ,,,
784,5,2008,0,1975,손민한,롯데,, 1 , 0 , 26 , 12 , 4 , 0 , 0 , 179.0 , 66 ,, 733 , 183 , 12 , 40 , 4 , 1 , 80 , 0 , 5 , 2.97 , 3.75 , 1.25 , 135.8 , 107.5 , 4.65 ,,,
785,6,2008,0,1987,류현진,한화,, 2 , 1 , 26 , 14 , 7 , 0 , 0 , 165.2 , 66 ,, 684 , 144 , 12 , 67 , 2 , 1 , 143 , 0 , 5 , 3.31 , 3.56 , 1.27 , 128.0 , 119.2 , 4.63 ,,,
786,7,2008,0,1982,채병용,SK,, 0 , 0 , 23 , 10 , 2 , 0 , 1 , 136.2 , 43 ,, 569 , 126 , 10 , 43 , 1 , 6 , 81 , 0 , 2 , 2.70 , 3.97 , 1.24 , 150.2 , 102.2 , 3.77 ,,,
787,8,2008,0,1981,마일영,키움,, 1 , 0 , 28 , 11 , 11 , 0 , 0 , 173.0 , 77 ,, 712 , 155 , 11 , 57 , 0 , 12 , 83 , 0 , 4 , 3.49 , 4.21 , 1.23 , 121.6 , 100.6 , 3.67 ,,,
788,9,2008,0,1980,이재우,두산,, 0 , 0 , 0 , 11 , 3 , 2 , 17 , 87.1 , 20 ,, 351 , 54 , 2 , 28 , 4 , 4 , 68 , 1 , 2 , 1.55 , 2.85 , 0.94 , 264.8 , 143.6 , 3.62 ,,,
789,10,2008,0,1978,정현욱,삼성,, 0 , 0 , 7 , 10 , 4 , 0 , 11 , 127.0 , 51 ,, 529 , 108 , 3 , 55 , 0 , 1 , 97 , 0 , 2 , 3.40 , 3.25 , 1.28 , 122.0 , 127.7 , 3.58 ,,,
790,11,2008,0,1982,오승환,삼성,, 0 , 0 , 0 , 1 , 1 , 39 , 0 , 57.2 , 9 ,, 219 , 34 , 2 , 15 , 2 , 1 , 51 , 0 , 2 , 1.40 , 2.56 , 0.85 , 295.5 , 162.2 , 3.18 ,,,
791,12,2008,0,1980,김태영,두산,, 0 , 0 , 4 , 6 , 2 , 0 , 0 , 86.1 , 23 ,, 332 , 65 , 5 , 11 , 0 , 4 , 82 , 0 , 2 , 2.40 , 2.52 , 0.88 , 170.7 , 162.2 , 3.12 ,,,
792,13,2008,0,1977,옥스프링,LG,, 1 , 0 , 28 , 10 , 10 , 0 , 0 , 174.0 , 83 ,, 767 , 182 , 12 , 77 , 0 , 12 , 110 , 0 , 6 , 3.93 , 4.32 , 1.49 , 104.1 , 94.9 , 2.99 ,,,
793,14,2008,0,1981,윤성환,삼성,, 0 , 0 , 24 , 10 , 11 , 0 , 2 , 135.1 , 66 ,, 580 , 132 , 8 , 45 , 0 , 7 , 102 , 0 , 3 , 3.92 , 3.56 , 1.31 , 105.8 , 116.5 , 2.96 ,,,
794,15,2008,0,1985,장원준,롯데,, 4 , 1 , 26 , 12 , 10 , 0 , 0 , 155.2 , 75 ,, 675 , 162 , 12 , 54 , 4 , 4 , 102 , 0 , 5 , 3.53 , 3.88 , 1.39 , 114.2 , 103.8 , 2.94 ,,,
795,16,2008,0,1987,한기주,KIA,, 0 , 0 , 0 , 3 , 2 , 26 , 0 , 58.0 , 11 ,, 225 , 44 , 1 , 16 , 1 , 2 , 46 , 0 , 0 , 1.71 , 2.67 , 1.03 , 240.1 , 153.7 , 2.88 ,,,
796,17,2008,0,1980,송승준,롯데,, 2 , 1 , 26 , 12 , 7 , 0 , 0 , 153.1 , 78 ,, 663 , 154 , 7 , 70 , 3 , 6 , 114 , 0 , 6 , 3.76 , 3.68 , 1.46 , 107.2 , 109.3 , 2.87 ,,,
797,18,2008,0,1988,임태훈,두산,, 0 , 0 , 0 , 6 , 5 , 6 , 14 , 87.0 , 34 ,, 354 , 69 , 6 , 28 , 2 , 0 , 83 , 0 , 3 , 3.41 , 3.03 , 1.12 , 119.9 , 134.9 , 2.60 ,,,
798,19,2008,0,1985,이범석,KIA,, 2 , 1 , 19 , 7 , 10 , 0 , 1 , 119.2 , 53 ,, 490 , 93 , 10 , 47 , 0 , 3 , 89 , 3 , 13 , 3.08 , 4.00 , 1.17 , 132.9 , 102.4 , 2.46 ,,,
799,20,2008,0,1984,송은범,SK,, 0 , 0 , 21 , 8 , 6 , 0 , 0 , 114.2 , 56 ,, 491 , 129 , 6 , 34 , 0 , 3 , 77 , 0 , 2 , 3.77 , 3.45 , 1.42 , 107.7 , 117.4 , 2.46 ,,,
800,21,2008,0,1977,토마스,한화,, 0 , 0 , 0 , 3 , 6 , 31 , 0 , 63.1 , 21 ,, 257 , 52 , 3 , 23 , 4 , 4 , 63 , 0 , 5 , 2.84 , 2.87 , 1.18 , 149.2 , 148.1 , 2.42 ,,,
801,22,2008,0,1979,마정길,한화,, 0 , 0 , 0 , 2 , 1 , 2 , 7 , 92.2 , 31 ,, 374 , 63 , 7 , 31 , 4 , 10 , 67 , 1 , 3 , 2.91 , 3.88 , 1.01 , 145.6 , 109.2 , 2.39 ,,,
802,23,2008,0,1974,레이번,SK,, 0 , 0 , 26 , 5 , 3 , 0 , 0 , 133.2 , 55 ,, 587 , 129 , 9 , 65 , 0 , 10 , 68 , 0 , 9 , 3.30 , 4.69 , 1.45 , 122.9 , 86.5 , 2.37 ,,,
803,24,2008,0,1977,랜들,두산,, 0 , 0 , 29 , 9 , 9 , 0 , 0 , 150.2 , 78 ,, 664 , 171 , 15 , 49 , 2 , 9 , 101 , 2 , 3 , 4.48 , 4.22 , 1.46 , 91.4 , 97.1 , 2.37 ,,,
804,25,2008,0,1985,정우람,SK,, 0 , 0 , 0 , 9 , 2 , 5 , 25 , 77.2 , 24 ,, 314 , 49 , 4 , 32 , 1 , 6 , 64 , 0 , 1 , 2.09 , 3.60 , 1.04 , 194.5 , 112.7 , 2.35 ,,,
805,26,2008,0,1977,이용훈,롯데,, 0 , 0 , 17 , 6 , 7 , 0 , 1 , 99.0 , 47 ,, 433 , 117 , 2 , 41 , 0 , 2 , 60 , 1 , 3 , 4.09 , 3.50 , 1.60 , 98.5 , 115.0 , 2.13 ,,,
806,27,2008,0,1978,정대현,SK,, 0 , 0 , 0 , 4 , 3 , 20 , 0 , 60.2 , 18 ,, 250 , 51 , 4 , 22 , 5 , 3 , 50 , 0 , 1 , 2.67 , 3.35 , 1.20 , 151.9 , 121.2 , 2.03 ,,,
807,28,2008,0,1976,황두성,키움,, 0 , 0 , 15 , 6 , 8 , 8 , 1 , 104.1 , 50 ,, 439 , 88 , 10 , 45 , 1 , 2 , 77 , 0 , 10 , 4.05 , 4.24 , 1.28 , 104.5 , 99.9 , 1.96 ,,,
808,29,2008,0,1977,유동훈,KIA,, 0 , 0 , 0 , 6 , 3 , 2 , 8 , 78.2 , 32 ,, 316 , 65 , 2 , 18 , 3 , 9 , 39 , 0 , 0 , 3.43 , 3.40 , 1.06 , 119.4 , 120.4 , 1.95 ,,,
809,30,2008,0,1979,김수경,키움,, 0 , 0 , 16 , 3 , 6 , 0 , 0 , 106.2 , 54 ,, 474 , 110 , 7 , 42 , 1 , 5 , 63 , 0 , 5 , 3.88 , 4.12 , 1.43 , 109.2 , 103.0 , 1.95 ,,,
